source,ipo_name,title,media,date,desc,link
GoogleNews,NSB BPO Solutions,"NSB BPO IPO Allotment Status Expected Today, Oct 8",HDFC Sky,2 weeks ago,NSB BPO Solutions SME IPO allotment status expected today (Oct 8). Check via BSE or Bigshare website. QIBs were 25.49x oversubscribed.,https://hdfcsky.com/news/nsb-bpo-solutions-ipo-allotment-status&ved=2ahUKEwiY-aejyb2QAxVFRCoJHagwN-EQxfQBegQIChAC&usg=AOvVaw3jRNRD63oizXg6BNe7hCSm
GoogleNews,NSB BPO Solutions,NSB BPO IPO Closes at 0.77x Overall; QIB Portion Oversubscribed 25.5x,HDFC Sky,2 weeks ago,"October 7, 2025: The SME IPO of NSB BPO Solutions Limited closed on October 7 after a bidding period of 12 days at an overall subscription of 0.77 times for...",https://hdfcsky.com/news/nsb-bpo-ipo-closes-at-0-77x-overall&ved=2ahUKEwiY-aejyb2QAxVFRCoJHagwN-EQxfQBegQIAxAC&usg=AOvVaw0UNpcMCy2LoNRpZqVp3VJf
GoogleNews,NSB BPO Solutions,nsb bpo solutions ipo business model interview,Zee Business,2 weeks ago,nsb bpo solutions ipo business model interview · urban company stock analysis janhavi ladda view · diwali investment idea dii pick chandan taparia · vodaidea...,https://www.zeebiz.com/market-news/video-gallery-nsb-bpo-solutions-ipo-business-model-interview-380273&ved=2ahUKEwiY-aejyb2QAxVFRCoJHagwN-EQxfQBegQICBAC&usg=AOvVaw2bJAbDp0IMj1m82wOckAnI
GoogleNews,NSB BPO Solutions,NSB BPO Solutions IPO Allotment Status Online,IPO Watch,1 month ago,Check NSB BPO Solutions' IPO Allotment Status on Registrar site? · Visit Bigshare Services Pvt.Ltd. · Select IPO Name 'NSB BPO Solutions' from the drop-down...,https://ipowatch.in/nsb-bpo-solutions-ipo-allotment-status/&ved=2ahUKEwiY-aejyb2QAxVFRCoJHagwN-EQxfQBegQIARAC&usg=AOvVaw2ceO6g2Vt_-2ahyHhHgbwT
GoogleNews,NSB BPO Solutions,10 IPOs close today. Check GMPs to not miss out on the buzzing ones - IPO Trends,The Economic Times,1 month ago,As many as 10 IPOs that opened on Tuesday will close for subscription today. Investors who don't want to miss out on the buzzing issues can check the GMPs...,https://m.economictimes.com/markets/stocks/news/10-ipos-close-today-check-gmps-to-not-miss-out-on-the-buzzing-ones/ipo-trends/slideshow/124113205.cms&ved=2ahUKEwiY-aejyb2QAxVFRCoJHagwN-EQxfQBegQIBhAC&usg=AOvVaw3l5pqtQ6Z5AM-DMQbaAPDq
GoogleNews,NSB BPO Solutions,NSB BPO IPO Day 2 Subscribed Just 0.02×; Retail 0.03×,HDFC Sky,1 month ago,"NSB BPO Solutions IPO Market Maker Portion Fully Taken While Overall Demand Weak. The market maker portion of 2,65,000 shares was fully subscribed, but the net...",https://hdfcsky.com/news/nsb-bpo-solutions-ipo-subscribed-just-2-percent-so-far-on-day-2&ved=2ahUKEwiY-aejyb2QAxVFRCoJHagwN-EQxfQBegQIBRAC&usg=AOvVaw1XqrCKUjzX2HeztfZJCUwg
GoogleNews,NSB BPO Solutions,NSB BPO Solutions Launches Rs 77.91 Crore IPO with Zero Grey Market Premium,scanx.trade,1 month ago,"NSB BPO Solutions Launches Rs 77.91 Crore IPO with Zero Grey Market Premium ... NSB BPO Solutions opens its IPO to raise Rs 77.91 crore, offering shares at Rs 140...",https://scanx.trade/stock-market-news/ipo/nsb-bpo-solutions-launches-rs-77-91-crore-ipo-with-zero-grey-market-premium/20144290&ved=2ahUKEwiY-aejyb2QAxVFRCoJHagwN-EQxfQBegQICRAC&usg=AOvVaw37O1GOJuQK5HSAwRjpPlLK
GoogleNews,NSB BPO Solutions,"NSB BPO Solutions IPO: GMP, price band among key details to know before subscription",The Economic Times,1 month ago,"NSB BPO Solutions IPO: GMP, price band among key details to know before subscription ... NSB BPO Solutions launches its Rs 77.91 crore IPO today, priced at Rs 140...",https://m.economictimes.com/markets/ipos/fpos/nsb-bpo-solutions-ipo-gmp-price-band-among-key-details-to-know-before-subscription/articleshow/124059980.cms&ved=2ahUKEwiY-aejyb2QAxVFRCoJHagwN-EQxfQBegQIAhAC&usg=AOvVaw2NMl6RNZr_bv_icVpWIkO2
GoogleNews,WeWork India Management,WeWork India Shares List Close To IPO Price After Lackluster Bids,MSN,7 hours ago,"WeWork India Management Ltd. made an underwhelming debut on the stock market on Friday, listing nearly close to its IPO price. The scrip opened at Rs 650 on...",http://www.msn.com/en-in/lifestyle/pets-animals/wework-india-shares-list-close-to-ipo-price-after-lackluster-bids/ar-AA1ObTct%3Fapiversion%3Dv2%26domshim%3D1%26noservercache%3D1%26noservertelemetry%3D1%26batchservertelemetry%3D1%26renderwebcomponents%3D1%26wcseo%3D1&ved=2ahUKEwjnl8Kjyb2QAxU_4zgGHbH-GdUQxfQBegQIAxAC&usg=AOvVaw0iCcoTETEC5xal6VJsNISZ
GoogleNews,WeWork India Management,"IPO wrap, Oct 7: LG Electronics sees 104% subscription, WeWork India fully booked on last day",Upstox,1 day ago,"The mega-IPO of LG Electronics India Ltd, the Indian unit of South Korea's LG conglomerate, has been subscribed 1.04% on the first day of bidding.",https://upstox.com/news/market-news/ipo/ipo-wrap-oct-7-lg-electronics-sees-1-04-subscription-we-work-india-fully-booked-on-last-day/article-182608/&ved=2ahUKEwjnl8Kjyb2QAxU_4zgGHbH-GdUQxfQBegQIARAC&usg=AOvVaw2Ufy3oD8ZYzc-d4CmxzemI
GoogleNews,WeWork India Management,WeWork India launches AI-powered workspace app,Construction World,2 days ago,22 Oct 2025 1 Min Read CW Team. WeWork India Management Limited has unveiled its next-generation mobile app designed to transform how professionals engage...,https://www.constructionworld.in/policy-updates-and-economic-news/wework-india-launches-ai-powered-workspace-app/80286&ved=2ahUKEwjnl8Kjyb2QAxU_4zgGHbH-GdUQxfQBegQIChAC&usg=AOvVaw3jj_ry4FzbfLp5XFFP-rNm
GoogleNews,WeWork India Management,WeWork India clarifies on InGovern's IPO report over compliance,The Economic Times,4 days ago,WeWork India Management has issued a detailed response to governance concerns raised in a Governance Watch report released by proxy advisory firm InGovern...,https://m.economictimes.com/markets/ipos/fpos/wework-india-clarifies-on-ingoverns-ipo-report-over-compliance/articleshow/124703061.cms&ved=2ahUKEwjnl8Kjyb2QAxU_4zgGHbH-GdUQxfQBegQIBhAC&usg=AOvVaw2M-uh-xeDL_oGIEdBd_e-J
GoogleNews,WeWork India Management,InGovern says WeWork India has resolved governance concerns; commends transparency after IPO,Social News XYZ,4 days ago,"New Delhi, Oct 19 (SocialNews.XYZ) Advisory firm InGovern Research has said that WeWork India Management has addressed its earlier governance concerns,...",https://www.socialnews.xyz/2025/10/19/ingovern-says-wework-india-has-resolved-governance-concerns-commends-transparency-after-ipo/&ved=2ahUKEwjnl8Kjyb2QAxU_4zgGHbH-GdUQxfQBegQIBxAC&usg=AOvVaw1F1N9010IVFgm_k6qfBbJg
GoogleNews,WeWork India Management,Delhi-based investor files fresh petition in Bombay HC over WeWork India IPO disclosures,Times of India,5 days ago,"Rishab Agarwal, a retail investor from Delhi with interests in market compliance, has filed an interim application before the Bombay High Court on Oct.",https://timesofindia.indiatimes.com/delhi-based-investor-files-fresh-petition-in-bombay-hc-over-wework-india-ipo-disclosures/articleshow/124691072.cms&ved=2ahUKEwjnl8Kjyb2QAxU_4zgGHbH-GdUQxfQBegQIBRAC&usg=AOvVaw2Pas9fxTyJiBeB6HiPmjqV
GoogleNews,WeWork India Management,"Tata Capital, LG Electronics, Rubicon Research, WeWork India Management to launch IPOs",MSN,5 days ago,"It's going to be a busy week for the primary market as two major companies, Tata Capital Ltd and LG Electronics India Ltd, gear up to launch their initial...",http://www.msn.com/en-in/news/techandscience/tata-capital-lg-electronics-rubicon-research-wework-india-management-to-launch-ipos/ar-AA1NTmAu%3Fapiversion%3Dv2%26domshim%3D1%26noservercache%3D1%26noservertelemetry%3D1%26batchservertelemetry%3D1%26renderwebcomponents%3D1%26wcseo%3D1&ved=2ahUKEwjnl8Kjyb2QAxU_4zgGHbH-GdUQxfQBegQICBAC&usg=AOvVaw2Tuj80vCDLSIHJPYoqjid8
GoogleNews,WeWork India Management,WeWork Companies LLC Commends Franchisee WeWork India on IPO and Public Listing,Business Wire India,1 week ago,"Wednesday, October 15, 2025 12:35PM IST (7:05AM GMT). Milestone underscores strength of the WeWork global brand and WeWork India's position as the country's...",https://www.businesswireindia.com/wework-companies-llc-commends-franchisee-wework-india-on-ipo-and-public-listing-97102.html&ved=2ahUKEwjnl8Kjyb2QAxU_4zgGHbH-GdUQxfQBegQIAhAC&usg=AOvVaw2xrb6zbsM29xzyyLWkk1Ok
GoogleNews,WeWork India Management,"SAM & Co. Advises WeWork India Management Ltd. on ~₹3,000 Crore Initial Public Offering",SCC Online,1 week ago,Shardul Amarchand Mangaldas & Co. (SAM) acted as legal counsel to WeWork India Management Limited (the “Company”) in connection with its initial public...,https://www.scconline.com/blog/post/2025/10/15/wework-india-management-ipo-3000-crore-sam-co-advisory/&ved=2ahUKEwjnl8Kjyb2QAxU_4zgGHbH-GdUQxfQBegQICRAC&usg=AOvVaw3HT4aaGfTyPR2949f7XMR5
GoogleNews,WeWork India Management,"WeWork India IPO: Why the company faces questions over finances, governance and promoter disclosures",The Indian Express,1 week ago,"WeWork India Management Ltd, which recently launched its Rs 3,000-crore initial public offering (IPO), has come under scrutiny over its financial health,...",https://indianexpress.com/article/explained/explained-economics/wework-india-ipo-10306383/&ved=2ahUKEwjnl8Kjyb2QAxU_4zgGHbH-GdUQxfQBegQIBBAC&usg=AOvVaw1ISEpZp_0X5OqBJrwPaJZL
GoogleNews,DSM Fresh Foods,Decent market debut: Zappfresh-owner DSM Fresh Foods shares list at 20% premium over SME IPO price,Moneycontrol,2 weeks ago,DSM Fresh Foods had launched its IPO to raise over Rs 59 crore entirely through a fresh issue of shares at a price band of Rs 95-100 apiece. Investors could bid...,https://www.moneycontrol.com/news/business/ipo/decent-market-debut-zappfresh-owner-dsm-fresh-foods-shares-list-at-20-premium-over-sme-ipo-price-13605873.html&ved=2ahUKEwi79N6jyb2QAxWNwTgGHfV6KtwQxfQBegQIAxAC&usg=AOvVaw1lmUsafblNNwkqHYCUeZrB
GoogleNews,DSM Fresh Foods,Shares of DSM Fresh Foods list in MT Group,Business Standard,2 weeks ago,The equity Shares of DSM Fresh Foods (Scrip Code: 544568) are listed effective 09 October 2025 and admitted to dealings on the Exchange in the list of...,https://www.business-standard.com/markets/capital-market-news/shares-of-dsm-fresh-foods-list-in-mt-group-125100900162_1.html&ved=2ahUKEwi79N6jyb2QAxWNwTgGHfV6KtwQxfQBegQIBBAC&usg=AOvVaw31DbKamE7P3Aa5neV0oDSq
GoogleNews,DSM Fresh Foods,Zappfresh Shares Make Public Market Debut At 20% Premium,Inc42,2 weeks ago,"The shares of the company listed 20% above the issue price at INR 120 apiece on BSE. Zappfresh's IPO closed with 1.36X oversubscription, after the public...",https://inc42.com/buzz/zappfresh-shares-make-public-market-debut-at-20-premium/&ved=2ahUKEwi79N6jyb2QAxWNwTgGHfV6KtwQxfQBegQIChAC&usg=AOvVaw3MfrkTn5kA1OiNXbB2n80f
GoogleNews,DSM Fresh Foods,G R Infraprojects secures road project of Rs 290 cr in Jharkhand,Business Standard,2 weeks ago,G R Infraprojects has received Letter of Acceptance dated 08 October 2025 from State Highways Authority of Jharkhand. The project entails EPC Project for...,https://www.business-standard.com/markets/capital-market-news/g-r-infraprojects-secures-road-project-of-rs-290-cr-in-jharkhand-125100900495_1.html&ved=2ahUKEwi79N6jyb2QAxWNwTgGHfV6KtwQxfQBegQIAhAC&usg=AOvVaw2K_lTtWZsoEn8nrpmrxi6e
GoogleNews,DSM Fresh Foods,DSM Fresh Foods IPO is listed at a 18.81% premium on BSE at ₹120,IPO Watch,2 weeks ago,DSM Fresh Foods IPO is listed with a premium of 18.81% at ₹120 on the BSE (Bombay Stock Exchange). The IPO GMP of this IPO was ₹0 last heard.,https://ipowatch.in/dsm-fresh-foods-ipo-listed-on-bse-today/&ved=2ahUKEwi79N6jyb2QAxWNwTgGHfV6KtwQxfQBegQIARAC&usg=AOvVaw2OdX8psqMckGEneILg1Lkg
GoogleNews,DSM Fresh Foods,Garuda Construction rallies after securing Rs 144-cr EPC contract from Orbit Ventures,Business Standard,2 weeks ago,"Garuda Construction and Engineering rose 3.38% to Rs 194.40 after it has secured an EPC (engineering, procurement and construction) contract from Orbit...",https://www.business-standard.com/markets/capital-market-news/garuda-construction-rallies-after-securing-rs-144-cr-epc-contract-from-orbit-ventures-125100900221_1.html&ved=2ahUKEwi79N6jyb2QAxWNwTgGHfV6KtwQxfQBegQIBhAC&usg=AOvVaw2AMnHrda1y8XSUMzRl5Uwf
GoogleNews,DSM Fresh Foods,Zappfresh IPO lists at 20% premium; shares hit upper circuit,Entrackr,2 weeks ago,"DSM Fresh Foods, the parent company of online meat delivery platform Zappfresh, made a strong debut on the BSE SME today, listing at Rs 120 per share,...",https://entrackr.com/news/zappfresh-ipo-lists-at-20-premium-shares-hit-upper-circuit-10544458&ved=2ahUKEwi79N6jyb2QAxWNwTgGHfV6KtwQxfQBegQIBRAC&usg=AOvVaw3qAJelwu0vLPH0FyhvNDLX
GoogleNews,DSM Fresh Foods,DSM Fresh Foods IPO Listing Surges 20% On Debut,Samco,2 weeks ago,"DSM Fresh Foods, the parent company of meat delivery startup Zappfresh, made its market debut on the BSE SME platform on October 9. The shares opened at Rs...",https://www.samco.in/knowledge-center/articles/dsm-fresh-foods-shares-list-at-20-premium-on-bse-sme-platform/&ved=2ahUKEwi79N6jyb2QAxWNwTgGHfV6KtwQxfQBegQICBAC&usg=AOvVaw1W0mbZmQsx0WWTFYJ3vcLP
GoogleNews,DSM Fresh Foods,"DSM Fresh Foods lists 20% above IPO issue price, defying grey market forecasts",The Economic Times,2 weeks ago,"Founded in 2015, DSM Fresh Foods has emerged as one of India's leading omnichannel retailers of fresh meat and ready-to-cook/eat products, including chicken,...",https://m.economictimes.com/markets/stocks/news/dsm-fresh-foods-lists-20-above-ipo-issue-price-defying-grey-market-forecasts/articleshow/124407945.cms&ved=2ahUKEwi79N6jyb2QAxWNwTgGHfV6KtwQxfQBegQIBxAC&usg=AOvVaw3iD0WMEvNi5pM-ZQGXFAF5
GoogleNews,DSM Fresh Foods,BSE SME DSM Fresh Foods sizzles on market debut,Business Standard,2 weeks ago,DSM Fresh Foods' IPO was subscribed 1.33 times. The issue opened for bidding on 26 September 2025 and it closed on 6 October 2025. The price of the IPO was...,https://www.business-standard.com/markets/capital-market-news/bse-sme-dsm-fresh-foods-sizzles-on-market-debut-125100900468_1.html&ved=2ahUKEwi79N6jyb2QAxWNwTgGHfV6KtwQxfQBegQICRAC&usg=AOvVaw1WYVeHwLW8L6WJP8CClU4C
GoogleNews,Greenleaf Envirotech,"Midwest Ltd IPO To Open On October 15, ₹451 Crore Issue To Hit Market — Listing Date & Key Details Inside",Free Press Journal,2 weeks ago,"Midwest Ltd's Rs 451 crore IPO will open on October 15 and close on October 17, with listing planned for October 24. Funds will be used for expansion and...",https://www.freepressjournal.in/business/midwest-ltd-ipo-to-open-on-october-15-451-crore-issue-to-hit-market-listing-date-key-details-inside&ved=2ahUKEwiTkvqjyb2QAxWSyzgGHZpyLxMQxfQBegQIBxAC&usg=AOvVaw2Kh1UR7F3sodkxVbZ1PjIB
GoogleNews,Greenleaf Envirotech,NSE SME Greenleaf Envirotech trickles down on listing,Business Standard,2 weeks ago,"Greenleaf Envirotech specializes in providing comprehensive Engineering, Procurement, and Construction (EPC) and turnkey solutions for Wastewater Treatment (WWT)...",https://www.business-standard.com/markets/capital-market-news/nse-sme-greenleaf-envirotech-trickles-down-on-listing-125100900420_1.html&ved=2ahUKEwiTkvqjyb2QAxWSyzgGHZpyLxMQxfQBegQIARAC&usg=AOvVaw3WFCaVLpFAYfzj4JUi7ehe
GoogleNews,Greenleaf Envirotech,Greenleaf Envirotech IPO listed at a 0.81% Discount on NSE at ₹134.90,IPO Watch,2 weeks ago,Check the Greenleaf Envirotech IPO's listing today. Greenleaf Envirotech' IPO listing price at NSE ₹134.90 means the IPO discount is 0.81% on NSE.,https://ipowatch.in/greenleaf-envirotech-ipo-listed-on-nse-today/&ved=2ahUKEwiTkvqjyb2QAxWSyzgGHZpyLxMQxfQBegQIChAC&usg=AOvVaw0L1dad4kxf1ydc7XeWzJwY
GoogleNews,Greenleaf Envirotech,Greenleaf Envirotech Shares List Below IPO Price Today,Samco,2 weeks ago,"Greenleaf Envirotech shares debut at Rs 134.90 on NSE Emerge, slightly below Rs 136 IPO, raising Rs 22 crore for equipment, loans, and working capital.",https://www.samco.in/knowledge-center/articles/greenleaf-envirotech-shares-market-debut-sees-slight-discount/&ved=2ahUKEwiTkvqjyb2QAxWSyzgGHZpyLxMQxfQBegQIBBAC&usg=AOvVaw0wjan48JPlFrOJKAhfXZpV
GoogleNews,Greenleaf Envirotech,"Stocks To Watch Today: TCS, Prestige Estates, IRB InvIT QIP, Lupin’s New Plant, Senco Gold’s Growth, Escorts Kubota Investment, And Greenleaf Envirotech In Focus",NewsX,2 weeks ago,"Stocks To Watch Today: Key stocks to watch today include new listings, earnings reports, infrastructure projects, and strategic expansions across IT,...",https://www.newsx.com/business/stocks-to-watch-today-tcs-q2-results-prestige-estates-strong-sales-irb-invit-qip-lupins-new-plant-senco-golds-growth-escorts-kubota-investment-and-greenleaf-envirotech-in-focus-88946/&ved=2ahUKEwiTkvqjyb2QAxWSyzgGHZpyLxMQxfQBegQIBRAC&usg=AOvVaw1xwvrVdKkt2qzHS0ydsD95
GoogleNews,Greenleaf Envirotech,"Nifty trades above 25,100 level; metal shares snap 3-day losing streak",Business Standard,2 weeks ago,"The domestic equity indices traded with moderate gain in mid-morning trade, mirroring positive global cues. Investors will monitor the quarterly business...",https://www.business-standard.com/markets/capital-market-news/nifty-trades-above-25-100-level-metal-shares-snap-3-day-losing-streak-125100900427_1.html&ved=2ahUKEwiTkvqjyb2QAxWSyzgGHZpyLxMQxfQBegQIAxAC&usg=AOvVaw2fjZ6Eloubs-kN-UxQoYil
GoogleNews,Greenleaf Envirotech,Weak market debut: Greenleaf Envirotech shares list at 1% discount to IPO price on NSE Emerge,Moneycontrol,2 weeks ago,The company had launched its initial public offering to raise nearly Rs 22 crore through a fresh issue of shares worth Rs 17.82 crore and an offer for sale (OFS)...,https://www.moneycontrol.com/news/business/ipo/weak-market-debut-greenleaf-envirotech-shares-list-at-1-discount-to-ipo-price-on-nse-emerge-13605823.html&ved=2ahUKEwiTkvqjyb2QAxWSyzgGHZpyLxMQxfQBegQICBAC&usg=AOvVaw2nEzDQr5TTdmW_0b3oecwo
GoogleNews,Greenleaf Envirotech,SpiceJet Ltd leads gainers in 'A' group,Business Standard,2 weeks ago,"Strides Pharma Science Ltd, Hindustan Copper Ltd, PG Electroplast Ltd and Hindustan Zinc Ltd are among the other gainers in the BSE's 'A' group today,...",https://www.business-standard.com/markets/capital-market-news/spicejet-ltd-leads-gainers-in-a-group-125100900446_1.html&ved=2ahUKEwiTkvqjyb2QAxWSyzgGHZpyLxMQxfQBegQIAhAC&usg=AOvVaw0R0nRu1Avv4hCNfv3qUDoO
GoogleNews,Greenleaf Envirotech,"Stocks to Watch today, Oct 9: TCS, Prestige Estates, Coal India, Senco Gold",Business Standard,2 weeks ago,"Stocks to Watch today, October 9, 2025: From TCS, Coal India, IRB InvIT, Prestige Estates, to Senco Gold, here is a list of stocks that will be in focus.",https://www.business-standard.com/markets/news/stocks-to-watch-today-october-9-2025-tcs-prestige-estates-coal-india-senco-gold-lupin-125100900110_1.html&ved=2ahUKEwiTkvqjyb2QAxWSyzgGHZpyLxMQxfQBegQICRAC&usg=AOvVaw09cJM9aOiL4aAtzvberJ_N
GoogleNews,Greenleaf Envirotech,Centum Electronics signs MoU with GRSE for advanced defence collaboration,Business Standard,2 weeks ago,"Centum Electronics has entered into a memorandum of understanding (MoU) with Garden Reach Shipbuilders & Engineers (GRSE), a premier Defence Public Sector...",https://www.business-standard.com/markets/capital-market-news/centum-electronics-signs-mou-with-grse-for-advanced-defence-collaboration-125100900426_1.html&ved=2ahUKEwiTkvqjyb2QAxWSyzgGHZpyLxMQxfQBegQIBhAC&usg=AOvVaw1M51kTsyS8PzyXGIHNvOpB
GoogleNews,Infinity Infoway,"Infinity Infoway's CFO Nishant Parekh Steps Down, Citing Personal and Professional Reasons",scanx.trade,6 days ago,"Infinity Infoway Limited's CFO and Key Managerial Personnel, Nishant Atualbhai Parekh, has resigned citing personal and professional reasons.",https://scanx.trade/stock-market-news/stocks/infinity-infoway-s-cfo-nishant-parekh-steps-down-citing-personal-and-professional-reasons/22334491&ved=2ahUKEwjcyZCkyb2QAxWkzDgGHbLqLj8QxfQBegQICBAC&usg=AOvVaw2HqYmgWvGhgisduT4w_KxR
GoogleNews,Infinity Infoway,Infinity Infoway IPO: Massive subscription and GMP driving strong listing buzz,MSN,2 weeks ago,Infinity Infoway's initial public offering is poised for a strong market debut on October 8. The company's Rs 24.42 crore IPO saw overwhelming investor...,https://www.msn.com/en-in/money/news/infinity-infoway-ipo-massive-subscription-and-gmp-driving-strong-listing-buzz/ar-AA1O33NM%3Focid%3Dfinance-verthp-feeds&ved=2ahUKEwjcyZCkyb2QAxWkzDgGHbLqLj8QxfQBegQIBBAC&usg=AOvVaw1ITz1XBjNd-JKNG0mgwwek
GoogleNews,Infinity Infoway,Shares of Infinity Infoway list in MT Group,Business Standard,2 weeks ago,The equity shares of Infinity Infoway (Scrip Code: 544567) are listed effective 08 October 2025 and admitted to dealings on the Exchange in the list of...,https://www.business-standard.com/markets/capital-market-news/shares-of-infinity-infoway-list-in-mt-group-125100800147_1.html&ved=2ahUKEwjcyZCkyb2QAxWkzDgGHbLqLj8QxfQBegQIChAC&usg=AOvVaw3svhIRWpAHzrvKQfgcFpfa
GoogleNews,Infinity Infoway,Infinity Infoway IPO Listed at a 90% premium on the BSE at ₹294.50.,IPO Watch,2 weeks ago,Infinity Infoway IPO listing gain is 90% today: Infinity Infoway IPO is listed at a 90% premium at ₹294.50 on BSE. The Infinity Infoway IPO listing price is...,https://ipowatch.in/infinity-infoway-ipo-listed-on-the-bse-nse-today/&ved=2ahUKEwjcyZCkyb2QAxWkzDgGHbLqLj8QxfQBegQICRAC&usg=AOvVaw2XFmI4mRgZv6QHhAIOkUsj
GoogleNews,Infinity Infoway,"Infinity Infoway IPO Lists at ₹294.50, Doubles on Debut with 90% Premium",HDFC Sky,2 weeks ago,"Infinity Infoway IPO Raised ₹6.32 Crore From Anchor Investors. Ahead of the IPO, on September 29, the company raised ₹6.32 crore from anchor investors by...",https://hdfcsky.com/news/infinity-infoway-ipo-lists-at-rs-294-50&ved=2ahUKEwjcyZCkyb2QAxWkzDgGHbLqLj8QxfQBegQIAxAC&usg=AOvVaw2Qnio5JiBEAvnee0fekt1R
GoogleNews,Infinity Infoway,Bumper market debut: Infinity Infoway shares list at 90% premium over IPO price on BSE SME platform,Moneycontrol,2 weeks ago,Infinity Infoway share price: The listing premium is significantly higher than grey market estimates. ... The shares of Infinity Infoway made a bumper stock...,https://www.moneycontrol.com/news/business/ipo/bumper-market-debut-infinity-infoway-shares-list-at-90-premium-over-ipo-price-on-bse-sme-platform-13603227.html&ved=2ahUKEwjcyZCkyb2QAxWkzDgGHbLqLj8QxfQBegQIBxAC&usg=AOvVaw0efYhXDfawoY3_ORvg2lt7
GoogleNews,Infinity Infoway,"Infinity Infoway's IPO Skyrockets with 277x Subscription, Poised for Strong Market Debut",scanx.trade,2 weeks ago,"Infinity Infoway's Rs 24.42 crore IPO concluded with a 258.46 times oversubscription. Non-institutional investors led with 397.06x subscription, followed by...",https://scanx.trade/stock-market-news/ipo/infinity-infoway-s-ipo-skyrockets-with-277x-subscription-poised-for-strong-market-debut/21436292&ved=2ahUKEwjcyZCkyb2QAxWkzDgGHbLqLj8QxfQBegQIBRAC&usg=AOvVaw0TGLBRAFubqm19h9r6t333
GoogleNews,Infinity Infoway,"Infinity Infoway shares make a strong debut, list at 90% premium over IPO price",The Economic Times,2 weeks ago,"Infinity Infoway shares make a strong debut, list at 90% premium over IPO price ... Infinity Infoway's Rs 24.42 crore IPO is set for a strong market debut on...",https://m.economictimes.com/markets/stocks/news/infinity-infoway-ipo-massive-subscription-and-gmp-driving-strong-listing-buzz/articleshow/124374867.cms&ved=2ahUKEwjcyZCkyb2QAxWkzDgGHbLqLj8QxfQBegQIBhAC&usg=AOvVaw2FYRM7IBTUaqoMCIO3gl7k
GoogleNews,Infinity Infoway,Infinity Infoway Shares Soar 90% on BSE SME Debut | Stock Market Today,Samco,2 weeks ago,"The Indian stock market witnessed a strong debut for Infinity Infoway shares on October 8. The stock opened at ₹294.50 per share on the BSE SME platform,...",https://www.samco.in/knowledge-center/articles/infinity-infoway-shares-soar-90-on-bse-sme-debut-stock-market-today/&ved=2ahUKEwjcyZCkyb2QAxWkzDgGHbLqLj8QxfQBegQIARAC&usg=AOvVaw2NLZw_BOjMP3okfhCUKyCv
GoogleNews,Infinity Infoway,BSE SME Infinity Infoway IPO doubles investor wealth on listing day,Business Standard,2 weeks ago,BSE SME Infinity Infoways IPO was subscribed 258.46 times. The issue opened for bidding on 30 September 2025 and it closed on 03 October 2025. The price band of...,https://www.business-standard.com/markets/capital-market-news/bse-sme-infinity-infoway-ipo-doubles-investor-wealth-on-listing-day-125100800428_1.html&ved=2ahUKEwjcyZCkyb2QAxWkzDgGHbLqLj8QxfQBegQIAhAC&usg=AOvVaw3qwUxViyMQi7PbbNJPePQ1
GoogleNews,Valplast Technologies,"HCL Technologies Ltd spurts 1.19%, gains for fifth straight session",Business Standard,2 weeks ago,"HCL Technologies Ltd is quoting at Rs 1450.5, up 1.19% on the day as on 12:44 IST on the NSE. The stock is down 19.85% in last one year as compared to a...",https://www.business-standard.com/markets/capital-market-news/hcl-technologies-ltd-spurts-1-19-gains-for-fifth-straight-session-125100800513_1.html&ved=2ahUKEwil2amkyb2QAxVM-TgGHfTKH4sQxfQBegQIAxAC&usg=AOvVaw10i58Y_RyJPsDvr_plEG1n
GoogleNews,Valplast Technologies,Valplast Technologies shares list at 6% premium over IPO price on BSE SME platform,The Economic Times,2 weeks ago,"Valplast Technologies debuted on the BSE SME platform with a 5.6% premium, opening at Rs 57 against its IPO price of Rs 54. The company, offering civil...",https://m.economictimes.com/markets/ipos/fpos/valplast-technologies-ipo-weak-subscription-and-gmp-suggest-muted-listing/articleshow/124375113.cms&ved=2ahUKEwil2amkyb2QAxVM-TgGHfTKH4sQxfQBegQICRAC&usg=AOvVaw0keLzK9v7GOG_2D__AJfDC
GoogleNews,Valplast Technologies,Valplast Technologies IPO Sees Muted Response Ahead of BSE SME Listing,scanx.trade,2 weeks ago,"Valplast Technologies, a construction engineering firm, is set to list on the BSE SME platform on October 8. The Rs 28.09 crore IPO, priced at Rs 51-54 per...",https://scanx.trade/stock-market-news/ipo/valplast-technologies-ipo-sees-muted-response-ahead-of-bse-sme-listing/21438347&ved=2ahUKEwil2amkyb2QAxVM-TgGHfTKH4sQxfQBegQIChAC&usg=AOvVaw2ZzWYShqAVTq6JF43Y5mmI
GoogleNews,Valplast Technologies,"Valplast Technologies IPO Lists at ₹57, Makes a Modest Debut on BSE SME",HDFC Sky,2 weeks ago,"Open Free Demat Account ... Faridabad, October 8, 2025: Valplast Technologies Limited's IPO share price made a modest debut on BSE SME today, on October 8. The...",https://hdfcsky.com/news/valplast-technologies-ipo-lists-at-rs-57&ved=2ahUKEwil2amkyb2QAxVM-TgGHfTKH4sQxfQBegQIARAC&usg=AOvVaw0vsVOdtVIU2Was1MAlKcNJ
